-24.753272652931678 -11.358889448490734 1502394420.354018
-24.77812385559082 -11.394416809082031 1502394420.379018
-24.797130584716797 -11.686275482177734 1502394420.4040182
-24.517410278320312 -11.239593505859375 1502394420.4290183
-24.36771011352539 -11.474388122558594 1502394420.4540184
-23.989282608032227 -11.270857095718384 1502394420.4790184
-24.140518188476562 -11.29810881614685 1502394420.5040185
-24.2917537689209 -11.325360536575317 1502394420.5290186
-24.442989349365234 -11.352612257003784 1502394420.5540187
-24.59422492980957 -11.379863977432251 1502394420.5790188
-24.713486671447754 -11.403455436229706 1502394420.604019
-24.592921257019043 -11.399592995643616 1502394420.629019
-24.47235679626465 -11.395730555057526 1502394420.654019
-24.351791381835938 -11.391868144273758 1502394420.6790192
-24.357925415039062 -11.487929344177246 1502394420.7040193
-24.100433349609375 -11.24355697631836 1502394420.7290194
-24.732879638671875 -11.445419311523438 1502394420.7540195
-24.592044830322266 -11.478559494018555 1502394420.7790196
-24.2426815032959 -11.735931396484375 1502394420.8040197
-24.470529556274414 -11.361125946044922 1502394420.8290198
-24.532323360443115 -11.727069854736328 1502394420.8540199
-24.251426696777344 -11.719217300415039 1502394420.87902
-24.249035477417127 -11.718429940135545 1502394420.90402
-24.249035477417127 -11.718429940135545 1502394420.9290202
-24.249035477417127 -11.718429940135545 1502394420.9540203
-24.249035477417127 -11.718429940135545 1502394420.9790204
-24.249035477417127 -11.718429940135545 1502394421.0040205
-24.148529052734375 -11.71328353881836 1502394421.0290205
-24.16167449951172 -11.467899322509766 1502394421.0540206
-24.792678833007812 -11.385444641113281 1502394421.0790207
-24.612693786621094 -11.58687973022461 1502394421.1040208
-24.690872192382812 -11.604209899902344 1502394421.129021
-24.247657775878906 -11.402149200439453 1502394421.154021
-24.48076629638672 -11.500465393066406 1502394421.1790211
-24.308868408203125 -11.348800659179688 1502394421.2040212
-24.860042572021484 -11.49240493774414 1502394421.2290213
-24.640872955322266 -11.446487426757812 1502394421.2540214
-24.646331787109375 -11.17255687713623 1502394421.2790215
-24.52039337158203 -11.502826690673828 1502394421.3040216
-24.816750526428223 -11.584732055664062 1502394421.3290217
-24.767760753631592 -11.439033508300781 1502394421.3540218
-24.740177162761825 -11.356998839668572 1502394421.379022
-24.339439392089844 -11.503608703613281 1502394421.404022
-24.368064880371094 -11.529330253601074 1502394421.429022
-24.89700222015381 -11.470226764678955 1502394421.4540222
-24.834938049316406 -11.501884698867798 1502394421.4790223
-24.772873401641846 -11.53354263305664 1502394421.5040224
-24.710809230804443 -11.565200567245483 1502394421.5290225
-24.64874505996704 -11.596858501434326 1502394421.5540226
-24.58668088912964 -11.628516435623169 1502394421.5790226
-24.524616718292236 -11.660174369812012 1502394421.6040227
-24.462552547454834 -11.691832304000854 1502394421.6290228
-24.40048837661743 -11.723490238189697 1502394421.654023
-24.0439453125 -11.62214469909668 1502394421.679023
-24.107616424560547 -11.593595504760742 1502394421.7040231
-24.54195785522461 -11.620744824409485 1502394421.7290232
-25.134185791015625 -11.221054077148438 1502394421.7540233
-23.99964141845703 -11.527816772460938 1502394421.7790234
-24.46536636352539 -11.273842334747314 1502394421.8040235
-24.398059844970703 -11.324673652648926 1502394421.8290236
-24.248384475708008 -11.269144058227539 1502394421.8540237
-24.28466954579012 -11.22085194937214 1502394421.8790238
-24.28466954579012 -11.22085194937214 1502394421.904024
-24.28824806213379 -11.287313461303711 1502394421.929024
-24.295737147331238 -11.426403045654297 1502394421.954024
-24.303226232528687 -11.565492630004883 1502394421.9790242
-24.310715317726135 -11.704582214355469 1502394422.0040243
-24.40006732940674 -11.72886610031128 1502394422.0290244
-24.532299995422363 -11.693012237548828 1502394422.0540245
-24.664533615112305 -11.657158851623535 1502394422.0790246
-24.79676628112793 -11.621304988861084 1502394422.1040246
-24.92899990081787 -11.585451126098633 1502394422.1290247
-25.061232566833496 -11.549597263336182 1502394422.1540248
-25.19346523284912 -11.51374340057373 1502394422.179025
-25.325698852539062 -11.47788953781128 1502394422.204025
-25.457931518554688 -11.442036151885986 1502394422.2290251
-25.543099497072177 -11.418943655364371 1502394422.2540252
-24.89202117919922 -11.360906600952148 1502394422.2790253
-24.45798635482788 -11.332681894302368 1502394422.3040254
-24.417623043060303 -11.349428296089172 1502394422.3290255
-24.377259731292725 -11.366174578666687 1502394422.3540256
-24.336896419525146 -11.382920980453491 1502394422.3790257
-24.29653263092041 -11.399667263031006 1502394422.4040258
-24.251425743103027 -11.445077896118164 1502394422.429026
-24.2250759601593 -11.53261685371399 1502394422.454026
-24.237237811088562 -11.509754657745361 1502394422.479026
-24.249399542808533 -11.486892700195312 1502394422.5040262
-24.261561274528503 -11.464030504226685 1502394422.5290263
-24.273723125457764 -11.441168546676636 1502394422.5540264
-24.54705810546875 -11.621479034423828 1502394422.5790265
-24.50170135498047 -11.405769348144531 1502394422.6040266
-24.36717993991771 -11.220444840781997 1502394422.6290267
-24.372777938842773 -11.220885276794434 1502394422.6540267
-24.50924015045166 -11.23162055015564 1502394422.6790268
-24.55908966064453 -11.294731140136719 1502394422.704027
-24.384614944458008 -11.480051040649414 1502394422.729027
-24.30170249938965 -11.41281795501709 1502394422.7540271
-24.218789100646973 -11.345584869384766 1502394422.7790272
-24.514495849609375 -11.75201416015625 1502394422.8040273
-24.952743530273438 -11.306862831115723 1502394422.8290274
-24.62834358215332 -11.202224731445312 1502394422.8540275
-24.023345947265625 -11.698951721191406 1502394422.8790276
-24.583980560302734 -11.618419647216797 1502394422.9040277
-24.424823445070817 -11.347119186143958 1502394422.9290278
-24.50303840637207 -11.454875946044922 1502394422.954028
-24.382164001464844 -11.517192840576172 1502394422.979028
-24.9260311126709 -11.633533477783203 1502394423.004028
-24.91802740097046 -11.53775405883789 1502394423.0290282
-24.528736114501953 -11.49866771697998 1502394423.0540283
-24.751669883728027 -11.597831726074219 1502394423.0790284
-24.647747039794922 -11.545337677001953 1502394423.1040285
-24.28484344482422 -11.447843551635742 1502394423.1290286
-24.407428741455078 -11.597057342529297 1502394423.1540287
-24.466069631496772 -11.473868487191812 1502394423.1790287
-24.55426788330078 -11.42928409576416 1502394423.2040288
-24.405658721923828 -11.553455352783203 1502394423.229029
-24.32137632369995 -11.316905975341797 1502394423.254029
-24.664461135864258 -11.338874816894531 1502394423.2790291
-24.705781936645508 -11.518447875976562 1502394423.3040292
-24.61010766029358 -11.504707336425781 1502394423.3290293
-24.58469295501709 -11.624982357025146 1502394423.3540294
-24.437564849853516 -11.509542465209961 1502394423.3790295
-24.09845049649683 -11.843935975832853 1502394423.4040296
-24.194597244262695 -11.694692611694336 1502394423.4290297
-24.45555877685547 -11.54919147491455 1502394423.4540298
-24.16481113433838 -11.48830795288086 1502394423.47903
-24.225547790527344 -11.14358139038086 1502394423.50403
-24.54991340637207 -11.362455368041992 1502394423.52903
-24.600364685058594 -11.36404037475586 1502394423.5540302
-24.56031036376953 -11.406707763671875 1502394423.5790303
-24.609954833984375 -11.44122314453125 1502394423.6040304
-24.396020352840424 -11.397933959960938 1502394423.6290305
-24.401342391967773 -11.642440795898438 1502394423.6540306
-24.531868934631348 -11.28438949584961 1502394423.6790307
-23.921035766601562 -11.5548095703125 1502394423.7040308
-24.34832763671875 -11.310737609863281 1502394423.7290308
-24.37439727783203 -11.687765121459961 1502394423.754031
-24.123505353927612 -11.622513771057129 1502394423.779031
-24.83483123779297 -11.461021423339844 1502394423.8040311
-24.88488006591797 -11.431083679199219 1502394423.8290312
-24.541561126708984 -11.431798934936523 1502394423.8540313
-24.573575019836426 -11.40656852722168 1502394423.8790314
-24.16733169555664 -11.547252655029297 1502394423.9040315
-24.239971160888672 -11.39338493347168 1502394423.9290316
