-24.753272652931678 -11.358889448490734 1502394420.354018
-24.753272652931678 -11.358889448490734 1502394420.375539
-24.870844658022616 -11.526977902929598 1502394420.391999
-24.716753097279618 -11.859983023975074 1502394420.417124
-24.478495061130907 -11.118494716637196 1502394420.43134
-24.42140135342308 -11.50268811285304 1502394420.450845
-23.977548737780168 -11.268742776865189 1502394420.477079
-24.72766972828279 -11.403909796580736 1502394420.601078
-24.316461733165475 -11.390736317875541 1502394420.686345
-24.53535946952267 -11.503389433712957 1502394420.699944
-23.81596737990528 -11.440706917987326 1502394420.716467
-24.32571023323989 -11.087429172826761 1502394420.73896
-24.89516868340282 -11.588108411992025 1502394420.760022
-24.542816433661454 -11.460767277440326 1502394420.782105
-24.23051631240245 -11.807587999174213 1502394420.802391
-24.33317552883981 -11.202955752418617 1502394420.816135
-24.565682991030553 -11.470701102862122 1502394420.837946
-24.521751618336953 -11.80831918713082 1502394420.859114
-24.249035477417127 -11.718429940135545 1502394420.879196
-24.249035477417127 -11.718429940135545 1502394421.006352
-24.257208700316415 -11.726797173558845 1502394421.023545
-23.89356458158128 -11.68158038366022 1502394421.041866
-24.43606126070694 -11.249218711340657 1502394421.06646
-24.805616867332688 -11.390384285429883 1502394421.079476
-24.666875025242216 -11.639103964552042 1502394421.099753
-24.403690468908135 -11.385431669633531 1502394421.120484
-24.83727869093426 -11.715744156329274 1502394421.133373
-24.025324305628622 -11.283901263469058 1502394421.161807
-24.755472897851924 -11.631090235380023 1502394421.189404
-24.154332421539632 -11.251119633047187 1502394421.209079
-24.878920445515803 -11.3809922109999 1502394421.222601
-24.815268403675784 -11.756642124972712 1502394421.244249
-24.446182557969998 -11.100220801395809 1502394421.264931
-24.726321727623063 -11.201466888053991 1502394421.284653
-24.519416866796128 -11.502483801375044 1502394421.303955
-24.82513126265508 -11.609657637956571 1502394421.324745
-24.740177162761825 -11.356998839668572 1502394421.368098
-24.740177162761825 -11.356998839668572 1502394421.392186
-24.215657407891758 -11.54889227431363 1502394421.407678
-24.215657407891758 -11.54889227431363 1502394421.42468
-24.920025838073183 -11.458482558528834 1502394421.444748
-24.379909849958622 -11.733986843048672 1502394421.662312
-23.837839855538597 -11.553532754137466 1502394421.689275
-24.23751962709539 -11.612887762014896 1502394421.711125
-24.55209341867753 -11.62100637974266 1502394421.729619
-25.15066088067555 -11.216006189640213 1502394421.753722
